Category,Subcategory,Journal,Journal_cleaned,Subcategory_cleaned,Category_cleaned
Health & Medical Sciences,Oral & Maxillofacial Surgery,British Journal of Oral and Maxillofacial Surgery,britishjournaloforalandmaxillofacialsurgery,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Journal of Craniofacial Surgery,journalofcraniofacialsurgery,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,International Journal of Implant Dentistry,internationaljournalofimplantdentistry,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Dentomaxillofacial Radiology,dentomaxillofacialradiology,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Journal of Stomatology Oral and Maxillofacial Surgery,journalofstomatologyoralandmaxillofacialsurgery,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,CRANIO: The Journal of Craniomandibular & Sleep Practice,craniothejournalofcraniomandibularsleeppractice,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Oral and Maxillofacial Surgery Clinics of North America,oralandmaxillofacialsurgeryclinicsofnorthamerica,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,The Cleft palate-craniofacial journal,thecleftpalatecraniofacialjournal,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Journal of Oral and Maxillofacial Pathology,journaloforalandmaxillofacialpathology,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Head & Face Medicine,headfacemedicine,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Journal of Maxillofacial and Oral Surgery,journalofmaxillofacialandoralsurgery,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,The American Journal of Sports Medicine,theamericanjournalofsportsmedicine,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,The Journal of Bone and Joint Surgery,thejournalofboneandjointsurgery,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,The Journal of Arthroplasty,thejournalofarthroplasty,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Knee Surgery Sports Traumatology Arthroscopy,kneesurgerysportstraumatologyarthroscopy,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,BMC Musculoskeletal Disorders,bmcmusculoskeletaldisorders,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Journal of shoulder and elbow surgery,journalofshoulderandelbowsurgery,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,The Bone & Joint Journal,thebonejointjournal,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Arthroscopy: The Journal of Arthroscopic & Related Surgery,arthroscopythejournalofarthroscopicrelatedsurgery,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Journal of the American Academy of Orthopaedic Surgeons,journaloftheamericanacademyoforthopaedicsurgeons,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,The Spine Journal,thespinejournal,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,International Orthopaedics,internationalorthopaedics,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Orthopaedic Journal of Sports Medicine,orthopaedicjournalofsportsmedicine,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Journal of Orthopaedic Surgery and Research,journaloforthopaedicsurgeryandresearch,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Clinical Orthopaedics and Related Research,clinicalorthopaedicsandrelatedresearch,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Spine,spine,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Injury,injury,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,EFORT Open Reviews,efortopenreviews,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,European Spine Journal,europeanspinejournal,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Journal of Orthopaedic Research,journaloforthopaedicresearch,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Orthopedic Medicine & Surgery,Orthopaedics and Traumatology: Surgery and Research,orthopaedicsandtraumatologysurgeryandresearch,orthopedicmedicinesurgery,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Otolaryngology–Head and Neck Surgery,otolaryngologyheadandnecksurgery,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,JAMA Otolaryngology–Head and Neck Surgery,jamaotolaryngologyheadandnecksurgery,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,The Laryngoscope,thelaryngoscope,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Head and Neck,headandneck,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,European Archives of Oto-Rhino-Laryngology,europeanarchivesofotorhinolaryngology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,International Forum of Allergy and Rhinology,internationalforumofallergyandrhinology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Hearing Research,hearingresearch,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Ear and Hearing,earandhearing,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,American Journal of Otolaryngology,americanjournalofotolaryngology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Otology and Neurotology,otologyandneurotology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,International Journal of Pediatric Otorhinolaryngology,internationaljournalofpediatricotorhinolaryngology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Rhinology,rhinology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Laryngoscope Investigative Otolaryngology,laryngoscopeinvestigativeotolaryngology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Brazilian Journal of Otorhinolaryngology,brazilianjournalofotorhinolaryngology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Ear Nose & Throat Journal,earnosethroatjournal,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Auris Nasus Larynx,aurisnasuslarynx,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Journal of Otolaryngology - Head and Neck Surgery,journalofotolaryngologyheadandnecksurgery,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Annals of Otology Rhinology & Laryngology,annalsofotologyrhinologylaryngology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,The Journal of Laryngology and Otology,thejournaloflaryngologyandotology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Otolaryngology,Clinical Otolaryngology,clinicalotolaryngology,otolaryngology,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Pain,pain,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Cephalalgia,cephalalgia,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Journal of Headache and Pain,journalofheadacheandpain,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Journal of Pain and Symptom Management,journalofpainandsymptommanagement,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Pain Medicine,painmedicine,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Headache,headache,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Journal of Pain Research,journalofpainresearch,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,European Journal of Pain,europeanjournalofpain,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,The journal of pain,thejournalofpain,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Pain Physician,painphysician,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Current Pain and Headache Reports,currentpainandheadachereports,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,PAIN Reports,painreports,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,The Clinical Journal of Pain,theclinicaljournalofpain,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Pain research & management,painresearchmanagement,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Pain and Therapy,painandtherapy,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Pain Practice,painpractice,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Pain management nursing,painmanagementnursing,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Molecular Pain,molecularpain,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Anesthesiology and Pain Medicine,anesthesiologyandpainmedicine,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pain & Pain Management,Scandinavian Journal of Pain,scandinavianjournalofpain,painpainmanagement,healthmedicalsciences
Health & Medical Sciences,Pathology,Acta Neuropathologica,actaneuropathologica,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Modern Pathology,modernpathology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Acta Neuropathologica Communications,actaneuropathologicacommunications,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Journal of Pathology,journalofpathology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,The American Journal of Pathology,theamericanjournalofpathology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,The American Journal of Surgical Pathology,theamericanjournalofsurgicalpathology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Annual Review of Pathology: Mechanisms of Disease,annualreviewofpathologymechanismsofdisease,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Archives of Pathology & Laboratory Medicine,archivesofpathologylaboratorymedicine,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Histopathology,histopathology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Virchows Archiv,virchowsarchiv,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Brain Pathology,brainpathology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Pathology-Research and Practice,pathologyresearchandpractice,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Laboratory Investigation,laboratoryinvestigation,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,American Journal of Clinical Pathology,americanjournalofclinicalpathology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Journal of Clinical Pathology,journalofclinicalpathology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Neuropathology and Applied Neurobiology,neuropathologyandappliedneurobiology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Pathology & Oncology Research,pathologyoncologyresearch,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Expert Review of Molecular Diagnostics,expertreviewofmoleculardiagnostics,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Cancer Cytopathology,cancercytopathology,pathology,healthmedicalsciences
Health & Medical Sciences,Pathology,Journal of Oral Pathology & Medicine,journaloforalpathologymedicine,pathology,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,Pediatrics,pediatrics,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,JAMA Pediatrics,jamapediatrics,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,Frontiers in Pediatrics,frontiersinpediatrics,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,The Journal of Pediatrics,thejournalofpediatrics,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,Pediatric Research,pediatricresearch,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,Archives of Disease in Childhood,archivesofdiseaseinchildhood,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,BMC Pediatrics,bmcpediatrics,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,Developmental Medicine & Child Neurology,developmentalmedicinechildneurology,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,European Journal of Pediatrics,europeanjournalofpediatrics,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,Children,children,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,Acta Paediatrica,actapaediatrica,pediatricmedicine,healthmedicalsciences
Health & Medical Sciences,Pediatric Medicine,Archives of Disease in Childhood-Fetal and Neonatal Edition,archivesofdiseaseinchildhoodfetalandneonataledition,pediatricmedicine,healthmedicalsciences
